09/13/18 19:17:41|FF8|||3|98|0|0|1035
09/13/18 19:32:41|FF8|||3|98|0|0|67
09/13/18 19:47:41|FF8|||3|97|0|0|67
09/13/18 20:02:41|FF8|||3|96|0|0|67
09/13/18 20:17:41|FF8|||3|95|0|0|66
09/13/18 20:32:41|FF8|||3|94|0|0|66
09/13/18 20:47:41|FF8|||3|93|0|0|67
09/13/18 21:02:41|FF8|||3|92|0|0|66
09/13/18 21:17:41|FF8|||3|91|0|0|66
09/13/18 21:32:41|FF8|||3|90|0|0|66
09/13/18 21:47:41|FF8|||3|89|0|0|67
09/13/18 22:02:41|FF8|||3|88|0|0|66
09/13/18 22:17:41|FF8|||3|87|0|0|67
09/13/18 22:32:41|FF8|||3|86|0|0|67
09/13/18 22:47:41|FF8|||3|86|0|0|67
09/13/18 23:02:41|FF8|||3|85|0|0|67
09/13/18 23:17:41|FF8|||3|84|0|0|67
09/13/18 23:32:41|FF8|||3|83|0|0|66
09/13/18 23:47:41|FF8|||2|82|0|0|1
09/14/18 00:02:41|FF8|||3|81|0|0|1
09/14/18 00:17:41|FF8|||3|80|0|0|1
09/14/18 00:32:41|FF8|||3|79|0|0|1
09/14/18 00:47:41|FF8|||3|78|0|0|1
09/14/18 01:02:41|FF8|||3|77|0|0|1
09/14/18 01:17:41|FF8|||3|76|0|0|1
09/14/18 01:32:41|FF8|||3|76|0|0|1
09/14/18 01:47:41|FF8|||1|74|0|0|1
09/14/18 02:02:41|FF8|||3|74|0|0|1
09/14/18 02:17:41|FF8|||3|73|0|0|1
09/14/18 02:32:41|FF8|||3|72|0|0|1
09/14/18 02:47:41|FF8|||3|71|0|0|1
09/14/18 03:02:41|FF8|||3|70|0|0|1
09/14/18 03:17:41|FF8|||3|70|0|0|1
09/14/18 03:32:41|FF8|||3|69|0|0|1
09/14/18 03:47:41|FF8|||3|68|0|0|1
09/14/18 04:02:41|FF8|||3|67|0|0|1
09/14/18 04:17:41|FF8|||3|66|0|0|1
09/14/18 04:32:41|FF8|||3|65|0|0|1
09/14/18 04:47:41|FF8|||3|64|0|0|1
09/14/18 05:02:41|FF8|||3|63|0|0|1
09/14/18 05:17:41|FF8|||3|61|0|0|1
09/14/18 05:32:41|FF8|||3|60|0|0|1
09/14/18 05:47:41|FF8|||3|60|0|0|1
09/14/18 06:02:41|FF8|||3|58|0|0|1
09/14/18 06:17:41|FF8|||3|56|0|0|3
09/14/18 06:32:41|FF8|||3|55|0|0|34
09/14/18 06:47:41|FF8|||3|54|0|0|152
09/14/18 07:02:41|FF8|||3|53|0|0|446
09/14/18 07:17:41|FF8|||3|53|0|0|1277
09/14/18 07:32:41|FF8|||3|55|0|0|1860
09/14/18 07:47:41|FF8|||3|57|0|0|2000
09/14/18 08:02:41|FF8|||3|63|0|0|2000
09/14/18 08:17:41|FF8|||3|69|0|0|2000
09/14/18 08:32:41|FF8|||3|74|0|0|2000
09/14/18 08:47:41|FF8|||3|79|0|0|2000
09/14/18 09:02:41|FF8|||1|83|0|0|2000
09/14/18 09:17:41|FF8|||1|89|0|0|2000
09/14/18 09:32:41|FF8|||3|93|0|0|2000
09/14/18 09:47:41|FF8|||3|97|0|0|2000
09/14/18 10:02:41|FF8|||3|102|0|0|2000
09/14/18 10:17:41|FF8|||3|102|0|0|2000
09/14/18 10:32:41|FF8|||3|102|0|0|2000
09/14/18 10:47:41|FF8|||3|103|0|0|2000
09/14/18 11:02:41|FF8|||3|103|0|0|2000
09/14/18 11:17:41|FF8|||3|103|0|0|2000
09/14/18 11:32:41|FF8|||3|103|0|0|2000
09/14/18 11:47:41|FF8|||1|102|0|0|2000
09/14/18 12:02:41|FF8|||3|102|0|0|2000
09/14/18 12:17:41|FF8|||3|102|0|0|2000
09/14/18 12:32:41|FF8|||3|102|0|0|2000
09/14/18 12:47:41|FF8|||3|102|0|0|2000
09/14/18 13:02:41|FF8|||3|102|0|0|2000
09/14/18 13:17:41|FF8|||3|102|0|0|2000
09/14/18 13:32:41|FF8|||3|102|0|0|2000
09/14/18 13:47:41|FF8|||3|102|0|0|2000
09/14/18 14:02:41|FF8|||3|102|0|0|2000
09/14/18 14:17:41|FF8|||3|102|0|0|2000
09/14/18 14:32:41|FF8|||3|102|0|0|1972
09/14/18 14:47:41|FF8|||3|102|0|0|1813
09/14/18 15:02:41|FF8|||3|102|0|0|1686
09/14/18 15:17:41|FF8|||3|102|0|0|1552
09/14/18 15:32:41|FF8|||3|102|0|0|1538
09/14/18 15:47:41|FF8|||3|102|0|0|1502
09/14/18 16:02:41|FF8|||3|102|0|0|1470
09/14/18 16:17:41|FF8|||3|102|0|0|1438
09/14/18 16:32:41|FF8|||3|101|0|0|1406
09/14/18 16:47:41|FF8|||1|102|0|0|1376
09/14/18 17:02:41|FF8|||3|102|0|0|1331
09/14/18 17:17:41|FF8|||3|102|0|0|1285
09/14/18 17:32:41|FF8|||3|101|0|0|1218
09/14/18 17:47:41|FF8|||3|101|0|0|1144
09/14/18 18:02:41|FF8|||3|101|0|0|975
09/14/18 18:17:41|FF8|||3|101|0|0|848
09/14/18 18:32:41|FF8|||3|101|0|0|631
09/14/18 18:47:41|FF8|||3|101|0|0|344
09/14/18 19:02:41|FF8|||3|100|0|0|159
