episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
0.56,-0.22700000000000028,0.23599999999999993,176.78125,32,5657,False,3369126,50050,741,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-26,1578145226,5.6006011962890625,2704.7083654403687,16880,Francesco-PC,132.239.10.91,5.6006011962890625,5657,1,0.30881944122006,0.3034470679833176,1.0109711938808146,3323008,3369126,1474.297,66.241,3199.26,803.48,3.8443360328674316,9.999999747378752e-05,0.09144101,-0.016873816,0.011502766,-0.10233135,0.02518304,0.8642632,0.0
0.56,-29.005,-0.9628915662650605,118.48192771084338,51,4177,False,3373303,50101,742,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-29,1578145229,3.62231707572937,2708.330682516098,16880,Francesco-PC,132.239.10.91,9.222918272018433,9834,2,0.31845519749742296,0.3120891215141605,1.0425623310494887,3327104,3373303,1346.77,34.232,2792.124,404.152,0.30000001192092896,9.999999747378752e-05,0.6283092,-0.060372252,0.6839913,0.9359973,0.01563352,1.9525273,0.0
0.508,-29.005,-1.4915599999999998,63.54,70,4292,False,3377595,50171,743,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-33,1578145233,3.5733566284179688,2711.904039144516,16880,Francesco-PC,132.239.10.91,12.796274900436401,14126,3,0.3276995264564282,0.3180665645080104,1.055108914877792,3331328,3377595,1292.026,23.75,2652.193,271.082,0.30000001192092896,9.999999747378752e-05,0.08460461,-0.066295005,0.14444873,0.9529438,0.021502962,1.9751909,0.0
0.4680000000000001,-42.059999999999995,-2.57507,52.65,79,4133,False,3381728,50250,744,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-36,1578145236,3.3405935764312744,2715.2446327209473,16880,Francesco-PC,132.239.10.91,16.136868476867676,18259,4,0.33674067590888496,0.321570406669472,1.0654605068103395,3335424,3381728,1276.796,18.291,2512.125,204.546,0.44999998807907104,9.999999747378752e-05,0.5466528,-0.06452794,0.6025888,0.95479256,0.019093364,2.2751892,0.0
0.4569999999999999,-47.0,-4.066389999999999,52.06,82,4278,False,3386006,50332,745,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-39,1578145239,3.2013864517211914,2718.4460191726685,16880,Francesco-PC,132.239.10.91,19.338254928588867,22537,5,0.3402338232538383,0.32188914521338413,1.0458673894191521,3339648,3386006,1239.964,15.019,2428.18,164.458,0.44999998807907104,9.999999747378752e-05,1.2645345,-0.071986966,1.3281293,0.9431729,0.018649247,2.3013155,0.0
0.47300000000000003,-53.0,-5.18703,53.48,84,4467,False,3390473,50416,746,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-43,1578145243,3.273454427719116,2721.7194736003876,16880,Francesco-PC,132.239.10.91,22.611709356307983,27004,6,0.33990949814103144,0.3206640447737265,1.0321771853202955,3344000,3390473,1221.249,12.862,2378.309,137.799,0.44999998807907104,9.999999747378752e-05,2.305462,-0.08100634,2.3749905,0.9261082,0.025506046,2.47591,0.0
0.49200000000000005,-38.989999999999995,-3.71382,63.09,69,4582,False,3395055,50485,747,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-46,1578145246,3.4304046630859375,2725.1498782634735,16880,Francesco-PC,132.239.10.91,26.04211401939392,31586,7,0.3380493667704574,0.3191030915229634,1.01962855366505,3348480,3395055,1219.262,11.347,2353.822,118.739,0.675000011920929,9.999999747378752e-05,0.5303294,-0.07336227,0.59290487,0.9354585,0.015980398,2.1024158,0.0
0.473,-57.0,-2.9302200000000003,63.66,72,4399,False,3399454,50557,748,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-49,1578145249,3.2613444328308105,2728.4112226963043,16880,Francesco-PC,132.239.10.91,29.30345845222473,35985,8,0.3386782992104373,0.31901004774460695,1.0089176056852165,3352832,3399454,1204.049,10.24,2327.985,104.397,0.675000011920929,9.999999747378752e-05,3.5577683,-0.065930784,3.613852,0.85070753,0.014588498,2.1963024,0.0
0.511,-57.0,-2.59458,56.12,77,4437,False,3403891,50634,749,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-53,1578145253,3.3106088638305664,2731.721831560135,16880,Francesco-PC,132.239.10.91,32.6140673160553,40422,9,0.33923213252770923,0.3180181962859989,0.9981830356134764,3357184,3403891,1196.131,9.322,2309.552,93.256,0.675000011920929,9.999999747378752e-05,0.26766187,-0.07248391,0.32944474,0.9242732,0.015853409,2.0434287,0.0
0.505,-39.05,-3.08426,51.66,84,4306,False,3408197,50718,750,173f521a72d24855a5ce88902d05cd5a,2020-01-04_05-40-56,1578145256,3.259678840637207,2734.981510400772,16880,Francesco-PC,132.239.10.91,35.873746156692505,44728,10,0.33911503310969865,0.3169562491202417,0.9923011098237393,3361408,3408197,1185.278,8.591,2294.196,84.343,0.675000011920929,9.999999747378752e-05,2.4458563,-0.07734501,2.5099528,0.9226362,0.019627448,2.413533,0.0
