episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-0.07000000000000002,-82.04000000000003,-13.964210526315789,73.33333333333333,57,4180,False,4180,57,1,8aac942c052844f49491307754c4ab04,2019-12-17_03-52-37,1576583557,13.113525867462158,13.113525867462158,7334,DESKTOP-2G34ML0,127.0.0.1,13.113525867462158,4180,1,1,aa05619c,0.30477946239691317,0.28881482660585084,0.8450152057975251,4096,4180,6206.944,94.089,5864.892,878.597,0.20000000298023224,9.999999747378752e-05,96.0059814453125,-0.030677489936351776,96.03205108642578,0.16302895545959473,0.023018255829811096,2.113407850265503,0.0
-0.07999999999999996,-94.0,-31.898400000000002,73.26,55,4075,False,8255,112,2,8aac942c052844f49491307754c4ab04,2019-12-17_03-52-48,1576583568,11.047697067260742,24.1612229347229,7334,DESKTOP-2G34ML0,127.0.0.1,24.1612229347229,8255,2,1,aa05619c,0.30383086166523654,0.28767575960043557,0.8393185788931865,8064,8255,6046.274,48.737,5504.702,442.338,0.30000001192092896,9.999999747378752e-05,187.3834686279297,-0.03400970622897148,187.41159057617188,0.47650977969169617,0.01978001371026039,2.0961055755615234,0.0
-0.22000000000000008,-90.0,-41.6208,73.7,57,4203,False,12458,169,3,8aac942c052844f49491307754c4ab04,2019-12-17_03-52-59,1576583579,11.806028842926025,35.967251777648926,7334,DESKTOP-2G34ML0,127.0.0.1,35.967251777648926,12458,3,1,aa05619c,0.3029329848859749,0.28616213577379623,0.8323539642434565,12160,12458,6050.328,33.637,5579.633,296.889,0.30000001192092896,9.999999747378752e-05,68.50829315185547,-0.04017500951886177,68.54300689697266,0.7069222927093506,0.01822291687130928,2.084608793258667,0.0
-0.18000000000000002,-87.0,-29.0302,82.38,44,4103,False,16561,213,4,8aac942c052844f49491307754c4ab04,2019-12-17_03-53-11,1576583591,11.637839078903198,47.605090856552124,7334,DESKTOP-2G34ML0,127.0.0.1,47.605090856552124,16561,4,1,aa05619c,0.3023232652109368,0.28572303267172783,0.8333842790502831,16256,16561,6047.079,26.067,5578.64,225.815,0.30000001192092896,9.999999747378752e-05,83.95112609863281,-0.03292550891637802,83.97608947753906,0.5526584386825562,0.02654377743601799,2.009986400604248,0.0
0.010000000000000038,-71.0,-18.4198,81.71,56,4068,False,20629,269,5,8aac942c052844f49491307754c4ab04,2019-12-17_03-53-23,1576583603,11.499721050262451,59.104811906814575,7334,DESKTOP-2G34ML0,127.0.0.1,59.104811906814575,20629,5,1,aa05619c,0.302461452640188,0.28642945799185826,0.8376141072370099,20224,20629,6041.667,21.661,5554.473,182.459,0.44999998807907104,9.999999747378752e-05,28.78658676147461,-0.030879810452461243,28.81196403503418,0.7449837327003479,0.012229867279529572,2.0415186882019043,0.0
0.010000000000000038,-73.0,-20.618000000000002,72.72,56,4068,False,24697,325,6,8aac942c052844f49491307754c4ab04,2019-12-17_03-53-34,1576583614,11.510600328445435,70.61541223526001,7334,DESKTOP-2G34ML0,127.0.0.1,70.61541223526001,24697,6,1,aa05619c,0.30361345818152474,0.2872863593185189,0.838355406365889,24192,24697,6033.53,18.7,5544.989,153.239,0.44999998807907104,9.999999747378752e-05,34.302059173583984,-0.03775843605399132,34.33383560180664,0.7261141538619995,0.01329806074500084,2.0346291065216064,0.0
-0.08,-68.00999999999999,-21.9545,71.8,59,4171,False,28868,384,7,8aac942c052844f49491307754c4ab04,2019-12-17_03-53-46,1576583626,11.883858680725098,82.49927091598511,7334,DESKTOP-2G34ML0,127.0.0.1,82.49927091598511,28868,7,1,aa05619c,0.3046340409653552,0.2876978660550858,0.83829156403035,28288,28868,6047.587,16.533,5571.716,132.396,0.44999998807907104,9.999999747378752e-05,27.785076141357422,-0.03293628245592117,27.81290054321289,0.7595105767250061,0.011358056217432022,2.0192151069641113,0.0
-0.030000000000000006,-60.0,-17.4753,77.5,49,4143,False,33011,433,8,8aac942c052844f49491307754c4ab04,2019-12-17_03-53-58,1576583638,11.83240795135498,94.33167886734009,7334,DESKTOP-2G34ML0,127.0.0.1,94.33167886734009,33011,8,1,aa05619c,0.3048115206498264,0.28769685708375153,0.8373605075204565,32384,33011,6039.824,14.874,5603.268,116.919,0.44999998807907104,9.999999747378752e-05,31.62438201904297,-0.02583337388932705,31.644588470458984,0.6293804049491882,0.012497948482632637,1.9602584838867188,0.0
-0.030000000000000006,-60.0,-14.297800000000002,78.82,57,4201,False,37212,490,9,8aac942c052844f49491307754c4ab04,2019-12-17_03-54-10,1576583650,11.944835662841797,106.27651453018188,7334,DESKTOP-2G34ML0,127.0.0.1,106.27651453018188,37212,9,1,aa05619c,0.3046766701210013,0.28751503278556284,0.8355977926195977,36480,37212,6044.348,13.608,5629.848,104.768,0.44999998807907104,9.999999747378752e-05,14.952462196350098,-0.03774193301796913,14.98408317565918,0.7871582508087158,0.013602938503026962,1.9903653860092163,0.0
-0.04000000000000001,-60.0,-14.1204,73.02,57,4148,False,41360,547,10,8aac942c052844f49491307754c4ab04,2019-12-17_03-54-22,1576583662,11.929882764816284,118.20639729499817,7334,DESKTOP-2G34ML0,127.0.0.1,118.20639729499817,41360,10,1,aa05619c,0.3050620754165028,0.28762809982720255,0.8342640574889905,40576,41360,6045.051,12.586,5652.337,95.154,0.44999998807907104,9.999999747378752e-05,11.065461158752441,-0.04027524217963219,11.099443435668945,0.7897113561630249,0.013985050842165947,1.9719454050064087,0.0
