episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
0.5,-0.8999999999999999,-0.24375,282.125,16,4514,False,4514,16,1,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-19-52,1576286392,5.916443347930908,5.916443347930908,6191,Francesco-PC,132.239.10.91,5.916443347930908,4514,1,6,cbc9afb0,0.28382735546245796,0.3045177991155708,0.998451615724249,4480,4514,1388.74,68.733,3283.626,1111.254,0.20000000298023224,9.999999747378752e-05,0.014457330107688904,-0.01999114453792572,0.030466018244624138,0.0944349467754364,0.019912293180823326,2.0872490406036377,0.0
1.4000000000000001,-275.0,-20.946875,279.625,16,4434,False,8948,32,2,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-19-56,1576286396,3.9656922817230225,9.88213562965393,6191,Francesco-PC,132.239.10.91,9.88213562965393,8948,2,6,cbc9afb0,0.28805801563268313,0.30941517460997725,1.0256420399580852,8832,8948,1405.318,36.806,2904.33,558.444,0.20000000298023224,9.999999747378752e-05,600.069580078125,-0.018088873475790024,600.0850830078125,0.19733619689941406,0.013026267290115356,2.1034703254699707,0.0
1.4000000000000001,-298.0,-76.69591836734693,273.7755102040816,17,4467,False,13415,49,3,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-20-00,1576286400,3.474482774734497,13.356618404388428,6191,Francesco-PC,132.239.10.91,13.356618404388428,13415,3,6,cbc9afb0,0.2869470067684771,0.30795700762549916,1.0131413340040134,13184,13415,1320.009,25.25,2705.732,373.86,0.20000000298023224,9.999999747378752e-05,1931.805419921875,-0.02895924262702465,1931.828857421875,0.28106391429901123,0.027682354673743248,2.111586093902588,0.0
1.4000000000000001,-298.0,-108.11940298507463,265.4029850746269,18,4367,False,17782,67,4,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-20-03,1576286403,3.5085034370422363,16.865121841430664,6191,Francesco-PC,132.239.10.91,16.865121841430664,17782,4,6,cbc9afb0,0.2859777518673616,0.30644061851196536,1.0001258645522966,17536,17782,1293.346,19.478,2599.237,281.651,0.30000001192092896,9.999999747378752e-05,1547.443115234375,-0.026964444667100906,1547.464111328125,0.5353478193283081,0.019900372251868248,2.0786662101745605,0.0
1.5000000000000002,-298.0,-129.47529411764708,261.0235294117647,18,4405,False,22187,85,5,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-20-07,1576286407,3.5582268238067627,20.423348665237427,6191,Francesco-PC,132.239.10.91,20.423348665237427,22187,5,6,cbc9afb0,0.28510329639011106,0.3052643715406235,0.9906941401648449,21888,22187,1270.185,16.008,2552.485,226.241,0.30000001192092896,9.999999747378752e-05,992.443359375,-0.02457941509783268,992.4638061523438,0.5756619572639465,0.01380264014005661,2.080162286758423,0.0
1.5000000000000002,-298.0,-152.268,258.75,17,4221,False,26408,102,6,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-20-10,1576286410,3.268892765045166,23.692241430282593,6191,Francesco-PC,132.239.10.91,23.692241430282593,26408,6,6,cbc9afb0,0.2843726146332897,0.3043012732598956,0.981881277490385,25984,26408,1239.162,13.684,2488.264,189.373,0.30000001192092896,9.999999747378752e-05,685.30078125,-0.028679922223091125,685.32421875,0.6057629585266113,0.017440663650631905,2.063286542892456,0.0
1.5000000000000002,-298.0,-194.69099999999997,252.53,17,4247,False,30655,119,7,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-20-13,1576286413,3.309659481048584,27.001900911331177,6191,Francesco-PC,132.239.10.91,27.001900911331177,30655,7,6,cbc9afb0,0.28328906919103797,0.3027601459718873,0.9675603210872206,30208,30655,1217.042,12.021,2448.622,162.971,0.30000001192092896,9.999999747378752e-05,325.6018981933594,-0.024707378819584846,325.6211242675781,0.7189801335334778,0.018379518762230873,2.072143077850342,0.0
1.5000000000000002,-302.0,-228.205,251.07,17,4508,False,35163,136,8,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-20-17,1576286417,3.5007779598236084,30.502678871154785,6191,Francesco-PC,132.239.10.91,30.502678871154785,35163,8,6,cbc9afb0,0.2810003176802674,0.2998520424751932,0.9468216881533931,34688,35163,1209.853,10.913,2433.171,143.211,0.30000001192092896,9.999999747378752e-05,143.600341796875,-0.020454954355955124,143.6165771484375,0.8294916152954102,0.0140846474096179,2.089862108230591,0.0
1.5000000000000002,-302.0,-243.74400000000003,250.18,18,4624,False,39787,154,9,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-20-21,1576286421,3.7218809127807617,34.22455978393555,6191,Francesco-PC,132.239.10.91,34.22455978393555,39787,9,6,cbc9afb0,0.2798477723794856,0.29849248428496117,0.9346672577236268,39296,39787,1205.775,9.924,2444.034,127.773,0.30000001192092896,9.999999747378752e-05,91.97643280029297,-0.02783925272524357,91.99925994873047,0.8584166169166565,0.016698919236660004,2.071857452392578,0.0
-209.0,-302.0,-250.5,250.5,18,4317,False,44104,172,10,a0f7fc9e5c8d46a2b825edb05f52cb63,2019-12-13_17-20-25,1576286425,4.010491609573364,38.23505139350891,6191,Francesco-PC,132.239.10.91,38.23505139350891,44104,10,6,cbc9afb0,0.28011885378195683,0.29859125714004464,0.9355787626063323,43520,44104,1247.318,9.197,2436.69,115.811,0.30000001192092896,9.999999747378752e-05,74.99286651611328,-0.02962443232536316,75.019287109375,0.8822841644287109,0.01070351991802454,2.0961742401123047,0.0
